attendance,study_hours,previous_marks,assignment_score,internal_marks,sleep_hours,internet_hours,stress_level,parent_support,tuition,final_marks,grade,risk_level
41,2.1,57,58,36,9.9,7.7,4,No,Yes,50.79,D,Medium
71,0.7,59,77,42,4.4,4.0,6,Yes,Yes,58.26,D,Medium
52,5.9,40,91,29,3.5,8.2,3,Yes,No,57.59,D,Medium
85,7.4,68,42,48,9.0,7.1,7,Yes,No,81.8,B,Low
66,0.3,97,73,50,9.1,8.3,6,Yes,Yes,72.68,C,Low
88,6.6,43,76,49,6.3,2.9,3,No,Yes,86.59,B,Low
80,5.3,94,93,22,6.6,1.9,1,Yes,Yes,97.67,A,Low
56,1.0,83,82,23,8.9,9.7,10,Yes,Yes,44.98,D,Medium
79,1.7,85,73,49,8.2,7.2,5,Yes,No,64.41,C,Low
70,5.7,94,57,31,4.9,8.3,10,Yes,Yes,52.64,D,Medium
73,3.0,71,31,27,3.1,0.1,2,Yes,No,61.87,C,Low
99,9.4,65,86,38,6.4,3.5,7,No,Yes,94.7,A,Low
63,8.2,75,86,25,9.0,7.4,7,Yes,No,84.44,B,Low
84,9.8,96,63,44,9.3,0.8,4,No,Yes,100.0,A,Low
74,2.6,92,87,43,9.7,5.7,6,No,Yes,71.62,C,Low
87,9.7,48,81,12,9.2,4.3,1,No,No,100.0,A,Low
45,4.3,70,58,13,7.1,0.2,2,Yes,Yes,69.93,C,Low
58,3.5,70,64,14,6.1,2.4,6,Yes,Yes,46.08,D,Medium
69,0.5,42,77,19,8.4,2.8,2,Yes,No,68.94,C,Low
46,0.5,60,62,38,8.2,1.1,4,No,No,51.96,D,Medium
49,6.9,70,38,41,6.8,6.3,4,No,Yes,72.71,C,Low
80,4.6,82,77,40,3.6,2.4,10,Yes,Yes,73.73,C,Low
71,2.3,62,96,11,9.5,2.8,9,Yes,Yes,59.65,D,Medium
73,6.1,96,65,21,6.2,9.0,10,No,No,33.85,F,High
67,2.5,85,100,36,5.5,4.7,7,Yes,Yes,69.74,C,Low
99,5.8,76,73,14,7.4,3.9,7,Yes,Yes,70.77,C,Low
54,3.6,63,89,46,7.7,7.2,1,No,Yes,90.16,A,Low
69,8.2,44,92,36,4.5,9.1,5,No,Yes,64.5,C,Low
76,8.2,73,34,32,8.9,0.3,3,No,Yes,95.63,A,Low
68,4.8,35,69,42,5.0,4.5,3,Yes,Yes,79.73,B,Low
61,3.5,73,48,13,4.3,6.1,6,Yes,Yes,48.74,D,Medium
43,3.6,55,76,30,5.8,3.2,4,Yes,Yes,61.46,C,Low
59,8.1,99,94,33,8.1,7.7,8,Yes,No,87.88,B,Low
71,3.3,49,96,40,9.8,9.7,4,Yes,No,58.3,D,Medium
75,2.1,38,47,33,8.7,9.4,8,No,Yes,37.23,F,High
89,0.8,94,79,19,9.6,2.7,4,No,No,65.32,C,Low
43,4.7,95,59,11,4.0,2.3,3,Yes,No,56.85,D,Medium
66,4.8,54,95,40,3.5,9.6,5,Yes,Yes,45.9,D,Medium
56,8.4,44,34,34,6.9,4.6,5,Yes,Yes,71.74,C,Low
51,2.2,68,71,13,5.0,2.1,10,Yes,No,31.83,F,High
61,3.8,82,34,20,8.8,7.1,10,Yes,Yes,42.28,D,Medium
56,8.1,67,79,26,7.7,2.8,1,Yes,Yes,99.96,A,Low
49,8.2,95,87,11,9.8,2.7,8,Yes,Yes,71.29,C,Low
93,3.8,44,37,15,4.8,8.8,8,No,Yes,19.11,F,High
40,4.6,88,60,18,6.4,1.6,8,Yes,No,60.17,C,Low
61,3.0,99,41,14,6.5,0.6,10,Yes,No,53.5,D,Medium
65,9.3,35,50,29,4.7,2.7,4,No,No,78.54,B,Low
95,1.2,39,91,38,7.1,6.1,9,Yes,No,54.41,D,Medium
98,9.3,49,62,30,6.1,1.2,10,No,Yes,77.24,B,Low
57,6.8,62,55,18,6.1,4.7,3,Yes,No,66.87,C,Low
89,5.3,57,69,37,5.5,6.3,7,No,No,55.8,D,Medium
53,0.3,51,94,17,3.1,8.5,6,Yes,No,29.1,F,High
86,4.8,47,88,40,6.7,2.3,9,Yes,Yes,72.52,C,Low
68,4.1,48,44,29,5.3,8.2,4,Yes,Yes,42.92,D,Medium
51,1.6,45,30,36,3.0,2.3,4,No,No,27.6,F,High
75,6.6,62,40,17,5.2,6.8,6,Yes,No,44.67,D,Medium
98,9.7,76,84,30,5.0,4.3,8,Yes,Yes,91.72,A,Low
74,5.6,95,31,37,5.8,1.1,3,Yes,Yes,100.0,A,Low
91,7.1,98,94,32,3.9,7.1,8,Yes,No,79.91,B,Low
100,0.7,65,73,15,6.6,2.2,8,Yes,Yes,52.22,D,Medium
51,4.2,44,45,12,7.8,1.8,7,No,Yes,44.58,D,Medium
46,1.2,42,51,14,7.4,3.6,7,No,No,34.74,F,High
68,6.1,55,47,18,8.6,6.5,5,Yes,No,61.51,C,Low
50,9.4,93,76,16,6.2,2.3,2,Yes,Yes,100.0,A,Low
72,6.6,84,59,13,6.6,1.8,2,Yes,No,79.61,B,Low
45,0.8,64,39,48,8.7,0.1,10,Yes,No,45.47,D,Medium
86,3.5,51,87,14,6.0,4.7,8,Yes,Yes,64.47,C,Low
54,5.5,54,91,20,7.9,4.3,6,No,Yes,70.03,C,Low
71,4.0,82,35,24,6.0,2.3,8,Yes,Yes,60.35,C,Low
90,8.3,36,96,43,5.9,0.5,3,Yes,Yes,100.0,A,Low
50,8.1,71,70,22,8.3,4.3,1,No,Yes,88.54,B,Low
97,6.1,35,72,16,4.2,7.9,6,Yes,Yes,44.47,D,Medium
62,3.7,38,47,49,5.4,7.2,2,Yes,Yes,75.17,B,Low
65,2.6,88,87,15,4.6,8.6,9,No,Yes,26.6,F,High
73,1.1,59,89,48,5.5,0.1,5,Yes,Yes,77.94,B,Low
85,3.5,37,56,39,4.6,9.7,5,Yes,Yes,38.99,F,High
73,4.1,43,97,31,7.1,3.4,10,Yes,Yes,55.01,D,Medium
68,6.8,68,51,34,8.6,9.9,8,Yes,No,60.15,C,Low
43,6.6,77,53,37,8.5,2.5,6,Yes,Yes,88.95,B,Low
56,0.7,56,69,29,5.6,4.7,3,Yes,Yes,45.53,D,Medium
74,4.0,36,95,48,9.9,3.5,9,Yes,Yes,89.77,B,Low
52,1.8,100,69,12,7.2,3.6,10,Yes,No,28.09,F,High
80,1.6,66,35,14,5.8,8.4,4,No,Yes,33.34,F,High
78,8.3,50,47,10,8.8,7.5,10,Yes,No,47.99,D,Medium
54,0.4,35,59,24,8.1,9.9,4,No,No,22.91,F,High
94,4.2,82,50,35,8.2,6.1,2,No,Yes,86.58,B,Low
68,1.7,84,91,12,4.4,4.6,3,No,Yes,31.8,F,High
68,8.8,47,39,49,6.3,0.9,4,Yes,No,89.71,B,Low
50,5.6,49,42,50,9.0,10.0,7,Yes,Yes,61.21,C,Low
91,2.3,87,38,43,6.5,5.5,3,Yes,Yes,90.47,A,Low
71,5.0,78,97,14,7.8,7.0,8,No,Yes,52.4,D,Medium
41,7.3,42,68,40,7.1,4.1,8,Yes,No,66.41,C,Low
86,9.6,80,53,22,8.9,5.5,10,No,Yes,80.5,B,Low
53,2.2,53,63,10,5.0,9.4,2,Yes,Yes,26.57,F,High
59,8.9,72,90,31,7.0,1.7,4,Yes,Yes,100.0,A,Low
61,9.3,45,70,24,3.9,2.9,8,Yes,Yes,72.01,C,Low
50,9.2,77,34,35,7.8,1.5,1,Yes,No,97.78,A,Low
66,6.4,54,79,27,8.1,7.9,1,Yes,Yes,83.62,B,Low
42,6.3,54,33,18,3.3,0.6,4,No,No,72.81,C,Low
56,4.0,55,80,10,7.7,0.8,2,Yes,Yes,74.84,C,Low
83,7.5,91,81,18,5.9,3.0,1,Yes,No,79.72,B,Low
95,5.3,84,68,32,3.9,5.1,8,Yes,Yes,65.58,C,Low
67,6.8,60,37,11,5.9,4.1,2,Yes,No,76.68,B,Low
68,4.3,64,74,23,4.4,0.4,4,Yes,No,70.88,C,Low
60,7.3,65,57,47,5.9,9.6,3,No,No,62.27,C,Low
86,8.2,76,56,49,5.7,9.5,2,No,Yes,95.94,A,Low
55,1.5,95,94,27,8.2,2.8,8,No,No,54.94,D,Medium
76,8.3,95,63,25,8.4,7.3,3,Yes,Yes,93.83,A,Low
98,5.4,51,91,38,7.2,5.8,9,Yes,No,59.35,D,Medium
59,8.4,53,91,20,3.2,2.4,10,No,Yes,60.01,C,Low
45,4.3,85,67,15,9.5,2.6,5,Yes,No,68.86,C,Low
58,3.8,97,55,12,7.8,4.9,9,Yes,Yes,53.34,D,Medium
96,9.2,64,53,23,3.2,4.2,3,No,Yes,85.6,B,Low
44,2.5,59,68,11,8.7,2.9,5,No,Yes,50.41,D,Medium
42,8.4,60,50,41,4.4,8.1,10,Yes,Yes,51.7,D,Medium
98,4.8,90,76,40,7.1,4.8,6,Yes,Yes,100.0,A,Low
40,5.1,56,77,20,6.3,6.5,9,Yes,Yes,46.05,D,Medium
97,3.1,53,42,31,5.9,1.9,8,Yes,Yes,49.15,D,Medium
99,5.7,65,32,12,9.2,5.3,2,Yes,No,50.52,D,Medium
77,3.3,60,61,40,6.1,3.2,2,Yes,Yes,81.7,B,Low
54,0.4,76,64,42,3.5,5.3,5,Yes,No,44.59,D,Medium
73,2.7,75,48,33,9.6,7.8,5,No,No,57.63,D,Medium
100,0.1,57,43,10,9.4,7.7,5,No,No,26.84,F,High
74,9.8,81,77,24,7.8,3.5,4,Yes,Yes,100.0,A,Low
88,9.7,47,97,46,6.3,6.9,8,Yes,Yes,81.21,B,Low
64,4.0,100,74,36,3.7,9.4,5,Yes,No,72.01,C,Low
63,7.3,100,48,47,8.5,6.3,1,Yes,No,94.23,A,Low
51,3.5,50,93,36,3.5,1.5,10,Yes,No,62.0,C,Low
57,6.7,62,95,21,3.5,6.8,5,No,No,69.68,C,Low
54,8.1,69,95,12,6.8,1.0,1,Yes,No,91.84,A,Low
83,9.5,75,74,39,4.1,8.7,4,Yes,Yes,85.72,B,Low
55,4.0,65,96,41,3.1,5.2,1,Yes,No,77.45,B,Low
66,7.8,66,98,32,6.0,3.9,6,Yes,No,80.01,B,Low
47,2.7,88,32,11,4.0,0.6,6,Yes,Yes,65.63,C,Low
99,9.9,93,67,16,4.1,3.8,1,Yes,Yes,100.0,A,Low
85,0.3,75,71,43,3.5,9.0,8,Yes,No,44.72,D,Medium
64,6.0,100,69,41,4.4,0.2,4,Yes,Yes,100.0,A,Low
56,6.6,88,79,48,8.0,4.7,2,Yes,No,100.0,A,Low
68,6.9,74,64,41,8.7,9.3,1,Yes,Yes,87.08,B,Low
92,1.2,62,53,23,6.2,3.9,3,Yes,No,61.79,C,Low
47,9.4,71,46,12,6.5,4.3,7,No,No,71.26,C,Low
54,1.8,99,69,41,3.2,5.8,10,Yes,No,49.45,D,Medium
66,6.2,89,95,45,3.5,4.6,10,No,Yes,66.49,C,Low
85,2.2,38,73,26,4.8,1.7,8,Yes,Yes,63.05,C,Low
89,3.1,44,52,12,6.8,0.2,5,Yes,Yes,61.14,C,Low
91,5.5,81,35,19,8.2,6.1,7,Yes,Yes,63.93,C,Low
46,4.2,48,95,49,7.2,9.2,2,Yes,No,76.71,B,Low
42,1.6,72,50,27,5.7,1.1,4,Yes,Yes,73.73,C,Low
68,1.7,46,64,12,3.8,2.1,6,Yes,No,36.47,F,High
83,4.2,79,58,48,8.5,3.7,5,No,Yes,95.4,A,Low
92,7.6,51,36,19,5.5,8.1,6,Yes,Yes,57.68,D,Medium
63,9.0,69,82,18,8.2,2.7,2,Yes,No,100.0,A,Low
99,0.8,100,66,20,6.6,8.8,7,Yes,Yes,44.79,D,Medium
97,3.9,75,52,42,8.2,0.5,8,Yes,No,79.27,B,Low
42,1.0,63,37,45,9.4,9.4,9,No,Yes,41.38,D,Medium
59,0.2,52,77,35,9.4,5.6,6,No,No,28.04,F,High
85,6.6,54,39,36,6.7,6.6,7,Yes,Yes,72.4,C,Low
54,6.0,48,53,47,6.6,3.7,1,Yes,Yes,92.49,A,Low
64,1.6,68,76,31,4.9,7.8,9,No,Yes,49.84,D,Medium
69,2.3,83,82,35,9.6,1.7,6,Yes,No,87.05,B,Low
53,0.2,88,68,31,6.2,0.5,4,Yes,Yes,72.81,C,Low
46,8.3,65,96,14,3.9,4.0,10,No,Yes,48.88,D,Medium
56,9.7,92,95,44,6.0,8.5,9,Yes,No,82.81,B,Low
83,1.4,76,35,11,3.9,7.5,1,Yes,Yes,43.23,D,Medium
59,2.3,92,50,44,6.5,5.2,2,No,No,82.74,B,Low
75,8.7,64,65,18,6.9,5.7,3,No,Yes,85.06,B,Low
48,9.3,59,32,27,5.4,1.3,1,No,Yes,81.69,B,Low
77,4.2,97,71,21,3.5,8.4,2,Yes,Yes,72.72,C,Low
87,0.5,53,74,12,9.6,7.9,2,No,Yes,39.93,F,High
96,0.4,42,73,27,8.4,6.6,7,No,Yes,33.83,F,High
99,5.7,37,62,47,8.9,4.7,10,No,Yes,71.98,C,Low
61,3.9,51,89,16,5.6,9.6,6,Yes,No,37.69,F,High
93,0.3,48,99,42,8.3,8.8,9,No,Yes,34.19,F,High
92,5.8,43,55,15,6.4,6.4,5,Yes,Yes,63.62,C,Low
92,0.1,96,50,27,4.4,3.7,9,Yes,Yes,51.27,D,Medium
41,7.9,55,31,31,3.9,6.2,10,Yes,Yes,47.47,D,Medium
63,3.1,71,76,48,5.4,5.8,9,No,Yes,71.19,C,Low
47,0.4,45,59,18,4.0,3.9,2,No,No,41.51,D,Medium
50,5.9,54,56,44,10.0,3.1,9,No,No,67.62,C,Low
52,4.0,69,100,32,3.3,4.1,3,Yes,Yes,63.2,C,Low
56,9.7,87,49,21,6.1,5.7,3,Yes,Yes,97.98,A,Low
47,5.4,81,79,33,6.2,4.3,9,Yes,Yes,66.73,C,Low
60,2.8,86,52,49,5.1,2.6,7,No,Yes,69.19,C,Low
57,7.1,42,42,18,7.0,7.6,8,Yes,Yes,43.83,D,Medium
69,2.7,38,33,22,4.0,5.3,7,No,Yes,18.24,F,High
57,9.0,61,43,49,8.5,0.7,9,Yes,No,94.97,A,Low
85,3.7,78,49,26,5.3,3.7,8,No,Yes,49.31,D,Medium
86,5.5,74,42,16,7.1,8.8,4,Yes,No,58.96,D,Medium
70,0.5,81,32,26,8.0,7.6,2,Yes,Yes,45.31,D,Medium
77,4.3,78,76,33,9.2,3.2,5,No,No,73.82,C,Low
71,8.3,82,32,11,8.9,9.4,2,No,Yes,70.22,C,Low
50,8.1,86,30,44,7.3,0.8,4,Yes,No,100.0,A,Low
84,2.2,45,53,37,5.7,9.6,2,Yes,No,54.22,D,Medium
64,2.3,38,64,28,6.5,2.5,5,No,No,53.38,D,Medium
72,8.2,82,43,42,8.4,0.1,6,Yes,Yes,100.0,A,Low
99,9.3,60,96,30,9.1,4.3,1,No,Yes,100.0,A,Low
77,1.0,73,42,19,3.7,3.6,8,Yes,Yes,49.46,D,Medium
80,4.5,92,76,18,5.7,5.4,2,No,Yes,72.07,C,Low
47,3.4,53,79,47,8.4,8.0,5,Yes,Yes,72.87,C,Low
50,8.7,92,55,15,6.0,8.4,8,No,Yes,67.89,C,Low
61,0.8,62,32,44,5.3,4.0,5,Yes,Yes,64.16,C,Low
90,2.1,100,80,27,5.9,4.3,3,Yes,Yes,69.03,C,Low
63,7.5,44,69,28,7.2,1.5,6,Yes,Yes,56.14,D,Medium
80,0.5,92,97,14,10.0,0.5,1,No,Yes,86.09,B,Low
56,4.9,48,65,34,6.5,6.4,1,No,Yes,68.07,C,Low
51,4.4,49,80,20,4.5,0.6,8,Yes,Yes,61.44,C,Low
96,3.3,67,30,19,4.1,7.3,7,Yes,No,38.23,F,High
85,3.9,51,62,26,3.3,5.4,10,No,Yes,36.39,F,High
71,5.3,58,36,45,6.9,2.0,10,No,No,65.38,C,Low
54,1.6,64,81,35,6.8,5.4,3,Yes,Yes,68.81,C,Low
55,5.7,96,40,40,4.4,1.8,8,No,No,70.11,C,Low
93,8.1,47,56,41,7.9,4.4,8,No,Yes,78.33,B,Low
61,7.6,96,43,30,8.2,8.0,1,Yes,No,91.69,A,Low
67,1.5,81,75,27,4.8,4.6,10,Yes,Yes,43.5,D,Medium
59,1.5,50,39,27,5.4,1.5,7,Yes,No,33.81,F,High
72,2.7,100,53,10,9.9,7.2,2,No,Yes,52.03,D,Medium
49,3.6,77,90,23,5.6,1.9,2,Yes,No,73.23,C,Low
79,4.1,42,47,17,8.3,7.4,2,No,Yes,62.28,C,Low
71,6.8,37,38,11,6.2,4.8,5,Yes,No,51.01,D,Medium
89,0.6,46,46,24,8.6,4.5,7,No,No,28.87,F,High
99,0.3,50,87,43,8.4,8.5,4,No,No,54.22,D,Medium
72,3.9,93,42,45,7.7,7.1,4,Yes,No,67.15,C,Low
41,7.0,83,79,10,9.0,0.3,9,Yes,Yes,75.61,B,Low
72,1.9,97,35,30,9.6,3.0,10,Yes,Yes,57.12,D,Medium
72,6.4,96,80,10,7.1,8.7,9,No,No,40.01,D,Medium
80,2.6,83,65,41,4.7,0.2,7,No,Yes,83.7,B,Low
52,8.9,85,100,29,5.8,5.5,10,Yes,No,75.24,B,Low
69,9.0,67,54,45,8.3,7.3,4,Yes,Yes,94.14,A,Low
72,3.0,64,40,48,7.6,6.2,8,Yes,Yes,66.27,C,Low
52,2.3,93,73,39,4.2,7.6,10,Yes,Yes,54.01,D,Medium
91,4.1,49,43,16,3.4,7.3,3,Yes,Yes,48.92,D,Medium
65,2.4,57,58,31,7.8,6.9,3,Yes,No,53.7,D,Medium
61,6.7,79,79,19,4.8,8.2,7,Yes,Yes,67.88,C,Low
78,8.3,96,34,17,6.5,6.5,9,Yes,Yes,67.64,C,Low
41,6.7,49,98,36,8.2,4.0,4,Yes,No,84.3,B,Low
77,8.2,80,86,19,6.9,4.7,4,No,Yes,95.45,A,Low
78,4.0,98,55,23,3.6,7.2,1,Yes,No,78.16,B,Low
65,1.6,80,35,20,4.3,8.8,1,Yes,Yes,49.25,D,Medium
85,7.4,90,45,15,4.5,2.7,3,Yes,No,82.69,B,Low
97,3.6,78,89,30,4.8,3.4,7,Yes,Yes,80.6,B,Low
89,6.7,63,41,42,7.0,9.3,9,No,Yes,56.19,D,Medium
54,2.7,96,32,28,6.5,5.8,4,Yes,Yes,60.16,C,Low
73,0.8,86,92,48,4.4,1.8,2,Yes,Yes,89.75,B,Low
81,9.9,88,93,33,3.5,6.6,6,Yes,No,84.15,B,Low
94,1.6,91,91,27,4.2,9.9,6,Yes,Yes,73.65,C,Low
83,9.9,100,35,44,9.9,8.2,9,Yes,No,86.1,B,Low
88,9.8,56,48,46,6.3,7.5,4,Yes,Yes,96.84,A,Low
79,7.9,54,47,28,9.1,2.1,8,Yes,Yes,80.11,B,Low
50,6.6,67,72,33,8.9,8.8,3,No,Yes,78.55,B,Low
100,5.8,59,32,43,6.6,5.3,2,Yes,Yes,82.68,B,Low
42,8.7,80,67,31,7.9,8.9,9,Yes,Yes,71.93,C,Low
98,2.9,91,97,13,4.3,3.3,6,No,Yes,58.2,D,Medium
45,4.7,39,73,19,7.8,0.6,8,Yes,No,65.16,C,Low
48,6.2,89,92,11,4.9,4.8,10,No,Yes,60.34,C,Low
45,4.1,95,71,17,8.8,2.7,9,No,Yes,49.67,D,Medium
48,4.3,42,93,42,3.6,7.2,1,Yes,Yes,71.81,C,Low
78,3.3,50,83,47,8.4,9.6,1,Yes,No,61.68,C,Low
70,5.6,82,100,37,3.7,6.9,5,Yes,Yes,75.1,B,Low
71,8.5,95,66,19,9.2,8.9,9,No,No,71.17,C,Low
80,2.0,49,33,10,5.1,4.5,7,Yes,Yes,12.31,F,High
89,9.3,99,31,43,7.6,7.7,7,No,Yes,96.26,A,Low
51,6.9,56,73,12,6.4,8.4,2,No,Yes,61.48,C,Low
47,8.2,37,96,18,5.6,7.1,3,No,Yes,64.46,C,Low
47,5.6,88,97,14,7.5,5.1,4,No,No,76.17,B,Low
89,7.8,48,91,19,9.6,6.3,2,No,Yes,100.0,A,Low
67,0.2,70,30,21,3.3,7.0,10,No,Yes,3.27,F,High
59,8.2,44,46,27,9.4,2.5,9,Yes,Yes,85.15,B,Low
86,0.4,83,45,30,7.3,8.1,5,No,Yes,53.33,D,Medium
98,8.9,99,38,30,8.7,9.5,7,No,No,68.76,C,Low
46,9.9,91,82,10,5.7,4.7,9,Yes,No,76.7,B,Low
50,2.9,61,88,12,6.3,7.0,5,Yes,Yes,38.75,F,High
59,2.1,39,38,14,9.1,7.4,6,Yes,Yes,27.16,F,High
55,7.7,91,41,34,5.9,6.6,4,Yes,No,62.46,C,Low
43,2.5,49,70,17,6.7,5.5,8,Yes,Yes,26.86,F,High
45,8.7,64,44,26,3.1,8.8,1,Yes,No,70.35,C,Low
97,1.0,54,95,18,4.1,4.5,1,No,Yes,61.71,C,Low
61,1.3,71,40,41,7.5,0.6,5,Yes,Yes,75.17,B,Low
65,9.8,37,37,15,8.0,8.4,10,No,No,44.54,D,Medium
42,6.7,75,84,49,7.1,6.7,9,Yes,Yes,80.15,B,Low
80,8.5,73,35,30,4.0,8.5,2,Yes,No,80.08,B,Low
99,3.2,60,82,16,6.1,1.4,3,Yes,Yes,84.38,B,Low
81,6.8,36,49,16,5.5,0.3,8,Yes,No,61.02,C,Low
53,5.9,57,68,48,6.5,9.3,5,No,Yes,62.57,C,Low
50,6.0,57,63,36,9.1,1.5,3,No,Yes,85.04,B,Low
57,6.8,50,86,17,8.4,8.1,6,No,No,45.81,D,Medium
93,5.8,43,48,18,3.6,8.2,6,Yes,Yes,53.16,D,Medium
51,4.3,47,100,37,9.2,7.1,5,No,No,48.86,D,Medium
62,2.8,62,60,24,6.3,1.3,5,Yes,No,59.93,D,Medium
51,7.7,61,69,11,8.2,6.7,6,Yes,No,64.25,C,Low
52,2.3,85,43,16,4.0,8.9,2,No,No,28.29,F,High
64,6.9,98,66,27,7.7,4.3,6,No,No,67.62,C,Low
84,2.3,86,73,31,4.7,4.1,2,Yes,Yes,60.36,C,Low
90,6.3,72,38,19,6.1,4.4,3,No,No,64.68,C,Low
97,7.5,99,87,42,3.1,0.8,2,No,Yes,100.0,A,Low
58,2.2,52,49,16,4.1,8.9,1,Yes,No,42.91,D,Medium
94,0.6,97,79,12,3.6,8.7,1,Yes,Yes,43.34,D,Medium
85,1.3,85,49,23,4.7,10.0,9,No,Yes,31.83,F,High
75,6.1,43,65,45,3.7,5.9,4,No,Yes,59.93,D,Medium
84,8.5,47,56,22,7.8,7.5,5,Yes,No,55.45,D,Medium
47,0.4,74,61,25,3.2,2.0,10,Yes,Yes,29.22,F,High
68,7.3,89,30,25,7.3,6.7,7,Yes,Yes,78.4,B,Low
94,3.4,77,46,14,4.0,6.5,2,Yes,Yes,49.53,D,Medium
92,4.8,78,38,34,9.6,9.0,10,Yes,Yes,66.44,C,Low
94,9.3,67,74,47,9.5,8.3,9,Yes,Yes,93.02,A,Low
71,3.3,58,95,47,4.6,9.4,4,Yes,Yes,63.7,C,Low
90,4.7,70,61,47,7.3,8.7,10,No,No,46.48,D,Medium
83,0.1,44,74,48,3.2,8.7,10,No,Yes,43.94,D,Medium
57,0.8,54,38,50,9.5,0.6,1,No,No,68.09,C,Low
45,2.6,46,59,35,6.7,8.5,8,No,Yes,28.88,F,High
57,0.3,96,67,22,3.3,6.1,4,No,Yes,57.46,D,Medium
58,6.3,52,89,35,5.4,3.8,7,Yes,Yes,88.43,B,Low
61,4.3,97,30,10,3.5,0.6,3,No,No,59.58,D,Medium
76,5.5,59,34,17,5.8,6.8,9,Yes,Yes,52.77,D,Medium
71,1.7,46,92,13,7.7,3.3,5,Yes,Yes,49.35,D,Medium
95,3.0,55,65,30,6.3,4.7,5,Yes,No,78.93,B,Low
80,6.6,59,94,31,5.7,6.8,3,Yes,Yes,73.06,C,Low
98,9.7,45,53,46,3.8,9.1,9,Yes,Yes,64.34,C,Low
42,0.5,98,33,12,4.7,8.3,3,No,No,37.8,F,High
67,8.9,84,97,28,3.7,4.5,2,Yes,No,96.04,A,Low
49,5.8,96,54,10,8.7,3.9,9,No,No,64.93,C,Low
90,5.6,83,36,38,3.9,2.4,9,Yes,No,66.42,C,Low
74,5.0,48,42,32,7.2,3.7,10,No,Yes,55.92,D,Medium
100,0.7,35,97,42,5.4,1.1,4,Yes,No,64.71,C,Low
68,0.9,59,72,50,4.6,9.7,4,Yes,Yes,53.94,D,Medium
93,6.0,93,86,32,7.5,5.7,10,Yes,Yes,70.01,C,Low
54,3.4,39,65,14,6.2,1.3,6,Yes,Yes,51.47,D,Medium
72,9.2,53,43,16,5.8,3.5,9,Yes,No,54.13,D,Medium
46,4.1,57,56,15,7.1,5.5,8,Yes,No,56.08,D,Medium
51,1.4,43,66,31,6.4,5.3,10,Yes,Yes,32.73,F,High
88,7.1,84,100,22,5.1,0.4,3,Yes,Yes,95.57,A,Low
69,2.9,50,54,21,6.9,9.5,6,No,Yes,38.48,F,High
60,5.3,67,96,13,7.7,2.8,7,Yes,No,56.69,D,Medium
70,7.0,36,33,17,3.2,0.2,6,Yes,Yes,68.42,C,Low
97,9.0,48,45,46,6.3,0.8,3,No,Yes,98.04,A,Low
100,7.9,35,48,40,3.4,5.8,9,Yes,No,60.5,C,Low
63,6.8,92,58,46,4.3,1.4,4,Yes,No,96.88,A,Low
59,6.8,50,80,35,6.9,0.4,2,Yes,No,92.37,A,Low
76,9.5,81,47,17,9.1,3.8,9,Yes,No,77.45,B,Low
43,3.0,78,87,49,9.2,6.2,3,Yes,No,76.14,B,Low
67,0.0,48,73,42,3.5,1.1,6,Yes,No,45.01,D,Medium
83,2.7,58,45,38,5.9,3.1,5,Yes,Yes,67.36,C,Low
59,2.2,89,94,14,7.1,4.2,2,No,Yes,64.52,C,Low
99,6.6,49,31,37,4.0,1.6,1,No,No,70.62,C,Low
63,6.3,68,85,49,8.4,5.1,9,No,Yes,84.71,B,Low
89,5.9,36,57,26,8.2,0.9,3,Yes,No,79.17,B,Low
88,0.2,61,94,32,9.3,0.5,7,Yes,Yes,62.81,C,Low
90,7.3,57,34,18,3.1,5.2,9,Yes,Yes,50.65,D,Medium
71,3.2,48,51,11,4.5,2.5,9,Yes,Yes,37.49,F,High
80,6.7,97,42,41,8.8,1.0,10,Yes,Yes,84.35,B,Low
75,5.6,99,94,40,7.7,4.2,6,No,Yes,100.0,A,Low
97,3.4,97,45,16,9.3,9.2,8,Yes,Yes,52.74,D,Medium
92,1.3,98,93,39,3.4,7.2,9,Yes,No,55.24,D,Medium
73,0.9,66,61,12,7.2,8.2,3,Yes,No,58.05,D,Medium
75,8.3,47,80,18,7.0,8.7,6,No,Yes,63.75,C,Low
41,9.2,100,87,19,3.2,9.7,5,Yes,Yes,85.47,B,Low
54,6.5,53,75,35,6.6,7.6,7,Yes,Yes,66.15,C,Low
73,1.0,58,81,10,7.3,6.1,7,No,Yes,34.26,F,High
75,4.0,45,92,39,4.3,3.7,9,Yes,Yes,56.41,D,Medium
45,7.3,93,89,47,4.9,1.8,1,Yes,Yes,100.0,A,Low
78,7.8,49,94,24,7.5,6.9,6,No,Yes,85.59,B,Low
81,1.2,44,84,34,6.3,9.9,5,No,No,49.17,D,Medium
90,0.0,75,86,15,9.0,4.7,4,Yes,Yes,50.27,D,Medium
90,7.1,61,100,27,5.4,7.2,10,Yes,Yes,82.38,B,Low
97,3.6,94,55,10,4.9,5.0,1,Yes,Yes,65.88,C,Low
93,2.5,86,41,12,9.9,4.3,4,Yes,No,53.73,D,Medium
100,0.1,62,100,26,9.4,4.1,10,Yes,No,43.36,D,Medium
51,5.4,99,75,17,3.2,5.0,7,No,No,52.82,D,Medium
42,8.5,51,76,49,8.4,3.7,4,Yes,No,80.09,B,Low
84,9.6,78,67,26,3.8,7.5,1,Yes,Yes,94.27,A,Low
